iter	RMSE
206	0.05466789328
207	0.05461819835
208	0.05457385898
209	0.05429794422
210	0.05405157249
211	0.05387831866
212	0.05378402158
213	0.05360613186
214	0.05339438236
215	0.05330390152
216	0.05325607014
217	0.05296056495
218	0.05291854462
219	0.05271223549
220	0.05229260037
221	0.05208764782
222	0.05203666309
223	0.05180017583
224	0.05133265344
225	0.05094672787
226	0.05053073365
227	0.05048600919
228	0.05019565469
229	0.05008837823
230	0.04974932919
231	0.04971037445
232	0.04966899308
233	0.04962795953
234	0.04958659143
235	0.04917566337
236	0.04887310236
237	0.04863179523
238	0.04859662223
239	0.0482315413
240	0.04804966974
241	0.04799208478
242	0.04778039055
243	0.04774238648
244	0.04770489162
245	0.04734179575
246	0.04718854185
247	0.04677723815
248	0.04672984604
249	0.04651054357
250	0.04631110129
251	0.04598805898
252	0.0459549964
253	0.0456927907
254	0.04553865326
255	0.04550093432
256	0.04535504394
257	0.04491136573
258	0.0448806323
259	0.04457533544
260	0.04437955128
261	0.04434256421
262	0.04418752188
263	0.04407499313
264	0.04403701545
265	0.04400474286
266	0.04397748789
267	0.04378042113
268	0.04375861893
269	0.04371420452
270	0.04348081052
271	0.04344662042
272	0.04332066235
273	0.04302450547
274	0.04298961198
275	0.04295736377
276	0.04286251328
277	0.04282073053
278	0.04279602746
279	0.04239761849
280	0.04236618436
281	0.04209487284
282	0.04206474997
283	0.04177240827
284	0.04174110854
285	0.04142871529
286	0.04140036573
287	0.04115504813
288	0.040760422
289	0.04057771551
290	0.04055019396
291	0.04052530616
292	0.0403284754
293	0.0402886376
294	0.04025662355
295	0.04023352153
296	0.03997569704
297	0.03994705301
298	0.03959646308
299	0.03931814078
300	0.03929074306
301	0.03899188113
302	0.0388371084
303	0.03852158606
304	0.03849746675
305	0.03840042687
306	0.03819763146
307	0.03817311416
308	0.0381413181
309	0.03811241886
310	0.03796245564
311	0.03794390859
312	0.03788956871
313	0.03777052262
314	0.03774543506
315	0.03771736566
316	0.03754162214
317	0.03737099994
318	0.03713164403
319	0.03692600416
320	0.03669408803
321	0.0364966783
322	0.03627096065
323	0.03624190769
324	0.03621440766
325	0.03613445379
326	0.03589509583
327	0.0358758363
328	0.0356321934
329	0.03550910244
330	0.0354083453
331	0.03506753421
332	0.03482404348
333	0.03479906701
334	0.03476866095
335	0.03454657339
336	0.03438059063
337	0.0343118958
338	0.03420972865
339	0.03407154415
340	0.03386066498
341	0.0336760315
342	0.03359137274
343	0.03356699841
344	0.03354996651
345	0.03341036727
346	0.03337057489
347	0.03334432514
348	0.0333241544
349	0.03330439205
350	0.03327357092
351	0.03313745843
352	0.03311338042
353	0.03309013018
354	0.03302223068
355	0.03278041466
356	0.03276389412
357	0.0327437036
358	0.03269547828
359	0.03267301747
360	0.03254052084
361	0.03240007364
362	0.03237941685
363	0.03215953432
364	0.0320229038
365	0.03184634401
366	0.03182666246
367	0.03168990593
368	0.03162754697
369	0.03161299025
370	0.03156331115
371	0.03154557799
372	0.03152963707
373	0.03136301536
374	0.03122659605
375	0.03120941405
376	0.03094779864
377	0.03080380595
378	0.03078463975
379	0.03076932447
380	0.03074156866
381	0.03058313553
382	0.0303957838
383	0.03037709134
384	0.03019264169
385	0.03017443327
386	0.03015414384
387	0.03003140494
388	0.0299797699
389	0.02980629782
390	0.02978502914
391	0.02976928952
392	0.02975377961
393	0.02973730197
394	0.02972214398
395	0.02961574495
396	0.02948358519
397	0.02932541704
398	0.02919093013
399	0.0291430186
400	0.0288345568
401	0.02881737339
402	0.02873412262
403	0.02871439755
404	0.02870444642
405	0.02846495346
406	0.02844809735
407	0.02843302199
408	0.0284219304
409	0.02840571968
410	0.02828631059
411	0.02823921305
412	0.02810802321
413	0.02809034483
414	0.02806233682
415	0.02789978654
416	0.0278850292
417	0.02770710216
418	0.02768946628
419	0.02762254914
420	0.02740825044
421	0.0273009119
422	0.02712028958
423	0.0271029247
424	0.02708839068
425	0.02691498198
426	0.02681909988
427	0.02676792697
428	0.02675131996
429	0.02673756289
430	0.02656511579
431	0.0265196801
432	0.02625796481
433	0.02615184097
434	0.02613435254
435	0.02604201876
436	0.02601245008
437	0.02599795073
438	0.02598328128
439	0.0258202232
440	0.02580654314
441	0.02576296299
442	0.02574794711
443	0.02560301749
444	0.02558605821
445	0.02541556562
446	0.02516932762
447	0.02515481619
448	0.02508657203
449	0.02503299035
450	0.02501827829
451	0.02500568107
452	0.02492552729
453	0.02476300279
454	0.02474949344
455	0.02464582245
456	0.02446262453
457	0.02432561348
458	0.02431031508
459	0.02418352477
460	0.02409282461
461	0.02407841289
462	0.02406580998
463	0.02398209018
464	0.0238950014
465	0.02372117119
466	0.02356475679
467	0.02347333853
468	0.02333646857
469	0.02328238708
470	0.02318498538
471	0.0231714222
472	0.02315786403
473	0.02314335518
474	0.02313101903
475	0.02311882034
476	0.02310754931
477	0.02303704565
478	0.02302424091
479	0.02291575618
480	0.02282623449
481	0.02281480154
482	0.02274778672
483	0.02255269024
484	0.02254222781
485	0.02249492814
486	0.02248496825
487	0.02247459191
488	0.0224630937
489	0.02235536303
490	0.02234536379
491	0.02233341679
492	0.02227890024
493	0.02207006971
494	0.02198804296
495	0.021975397
496	0.02187670194
497	0.02176380179
498	0.02175304139
499	0.02173697394
500	0.02170438093
501	0.0215438832
502	0.02136357933
503	0.02128588055
504	0.02127545924
505	0.02126440874
506	0.02114234207
507	0.02108940198
508	0.02089985813
509	0.02085492153
510	0.02069524012
511	0.02062804365
512	0.02051888601
513	0.02050891917
514	0.02050016051
515	0.02049007215
516	0.02037456776
517	0.0202554719
518	0.02017107942
519	0.02010237627
520	0.02009197464
521	0.0200611192
522	0.01997340278
523	0.01989615877
524	0.01985962686
525	0.01984999966
526	0.01984192647
527	0.01974781983
528	0.01972691813
529	0.01963309839
530	0.01962316473
531	0.01957310619
532	0.01953974192
533	0.01938112376
534	0.01929362781
535	0.01926313148
536	0.01920674994
537	0.01908057187
538	0.01902349486
539	0.01901620537
540	0.01894777086
541	0.01893934669
542	0.01880187924
543	0.01869935006
544	0.01869024027
545	0.01868070947
546	0.01864020834
547	0.01845580846
548	0.01838859473
549	0.01838075266
550	0.01837203965
551	0.01833252267
552	0.01831079515
553	0.01827678188
554	0.01826992597
555	0.01817118202
556	0.01816217328
557	0.01813046382
558	0.0180775842
559	0.01806798942
560	0.01796833443
561	0.01786555482
562	0.01783183508
563	0.0177513868
564	0.01774397256
565	0.0176702527
566	0.01758078161
567	0.0175594413
568	0.01755187275
569	0.01754346933
570	0.01745643268
571	0.01736126039
572	0.01735295199
573	0.01734467944
574	0.01733788849
575	0.0172491709
576	0.01718938987
577	0.01708774568
578	0.01708018704
579	0.01700368028
580	0.01699714715
581	0.01693385298
582	0.01692640018
583	0.01684241043
584	0.01683534365
585	0.01678290916
586	0.01677311124
587	0.01671049747
588	0.01663406138
589	0.0166266367
590	0.01657069021
591	0.01650740174
592	0.01644501675
593	0.01643732518
594	0.01630811779
595	0.01625651657
596	0.01618264478
597	0.01610272351
598	0.01607068717
599	0.01606294248
600	0.01598310545
601	0.015976547
602	0.01596912378
603	0.015961882
604	0.01587391381
605	0.01586745676
606	0.01585977999
607	0.01583120464
608	0.01578506907
609	0.01571859883
610	0.01565065356
611	0.01559957481
612	0.01557432535
613	0.01546365921
614	0.01545768614
615	0.01540691576
616	0.01532164223
617	0.01525417582
618	0.0152488265
619	0.01522791854
620	0.01521706093
621	0.01516553514
622	0.01516024855
623	0.01513805839
624	0.01504382181
625	0.01493006919
626	0.01492257001
627	0.01486846549
628	0.01486195784
629	0.01478626789
630	0.01478053428
631	0.01475577241
632	0.01473137429
633	0.01464041835
634	0.01463521075
635	0.01462960494
636	0.01456997563
637	0.01456448074
638	0.01455895009
639	0.01448742481
640	0.01440215309
641	0.01439672774
642	0.0143805905
643	0.01437570708
644	0.01431798345
645	0.01429505897
646	0.01423623348
647	0.01423030327
648	0.01417920578
649	0.01415271181
650	0.01411171142
651	0.01406083722
652	0.01400258231
653	0.0139973727
654	0.01396643579
655	0.01394122945
656	0.01388662441
657	0.01388082285
658	0.01382493422
659	0.01381826546
660	0.01381346146
661	0.01374259819
662	0.01373748186
663	0.01371424291
664	0.01366450963
665	0.01359053199
666	0.01358551641
667	0.01358139725
668	0.01355746225
669	0.01348923269
670	0.01348384109
671	0.01339655929
672	0.0133803146
673	0.01337554138
674	0.01334814676
675	0.01334250497
676	0.01333787063
677	0.0133098678
678	0.01326722016
679	0.0132606124
680	0.01318157361
681	0.01314785124
682	0.01314124074
683	0.01313662322
684	0.01313016294
685	0.01308852337
686	0.01308345853
687	0.01301811669
688	0.01301452868
689	0.01300409097
690	0.01296009363
691	0.01287136417
692	0.0128563534
693	0.01279698772
694	0.0127938621
695	0.01279048075
696	0.01274045484
697	0.01273640295
698	0.01273259831
699	0.01271136676
700	0.0126755668
701	0.01267103525
702	0.01260728495
703	0.01255914544
704	0.01255391059
705	0.0125390106
706	0.01243965608
707	0.01243414734
708	0.01237908885
709	0.01237457733
710	0.01234657133
711	0.01230645548
712	0.01220860823
713	0.01220493867
714	0.01217050629
715	0.01211216963
716	0.01210680913
717	0.01210297274
718	0.01209149485
719	0.01207091111
720	0.01201385373
